C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_24_276.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_24_276.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_24_276.jpg,0,0,0,5.425455E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_24_672.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_24_672.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_24_672.jpg,0,0,0,3.957568E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_24_732.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_24_732.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_24_732.jpg,0,0,0,1.340417E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_24_802.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_24_802.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_24_802.jpg,0,0,0,7.511531E-07
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_24_869.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_24_869.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_24_869.jpg,0,0,0,5.117096E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_24_936.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_24_936.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_24_936.jpg,0,0,0,5.781942E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_25_005.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_25_005.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_25_005.jpg,0,0,0,4.168276E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_25_079.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_25_079.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_25_079.jpg,0,0,0,2.949108E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_25_152.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_25_152.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_25_152.jpg,0,0,0,3.054959E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_25_221.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_25_221.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_25_221.jpg,0,0,0,3.353874E-06
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_25_290.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_25_290.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_25_290.jpg,0,0,0,5.976667E-07
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_25_361.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_25_361.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_25_361.jpg,0,0.2422253,0,0.1549673
C:\Users\Amer\Desktop\new_track\IMG\center_2018_07_14_15_46_25_433.jpg,C:\Users\Amer\Desktop\new_track\IMG\left_2018_07_14_15_46_25_433.jpg,C:\Users\Amer\Desktop\new_track\IMG\right_2018_07_14_15_46_25_433.jpg,0,0.4313595,0,0.3987718
